0,0
.1,.006991351438302804
.2,.0488726639216552
.3,.15745256306765382
.4,.36453967449389546
.5,.7019426238179765
.6,1.2014700366574935
.7,1.8949305386300435
.8,2.8141327553532243
.9,3.99088531244463
1,5.456996835521858
1.1,7.244275950202508
1.2,9.38453128210417
1.3,11.909571456844448
1.4,14.851205100040932
1.5,18.241240837311224
1.6,22.111487294272923
1.7,26.49375309654361
1.8,31.419846869740912
1.9,36.92157723948239
2,43.03075283138566
2.1,49.77918227106832
2.2,57.19867418414797
2.3,65.32103719624217
2.4,74.17807993296857
2.5,83.80161101994474
2.6,94.2234390827883
2.7,105.47537274711682
2.8,117.58922063854784
2.9,130.59679138269908
3,144.52989360518808
3.1,159.42033593163242
3.2,175.29992698764974
3.3,192.2004753988575
3.4,210.15378979087347
3.5,229.19167878931515
3.6,249.34595101980028
3.7,270.6484151079463
3.8,293.1308796793707
3.9,316.82515335969134
4,341.7630447745257
4.1,367.9763625494913
4.2,395.496915310206
4.3,424.356511682287
4.4,454.5869602913524
4.5,486.2200697630193
4.6,519.2876487229054
4.7,553.8215057966287
4.8,589.8534496098061
4.9,627.415288788056
5,666.5388319569954
5.1,707.2558877422417
5.2,749.5982647694136
5.3,793.5977716641274
5.4,839.2862170520019
5.5,886.6954095586534
5.6,935.8571578097004
5.7,986.8032704307606
5.8,1039.5655560474506
5.9,1094.1758232853895
6,1150.6658807701933
6.1,1209.0675371274808
6.2,1269.4126009828692
6.3,1331.7328809619758
6.4,1396.0601856904186
6.5,1462.4263237938148
6.6,1530.863103897782
6.7,1601.402334627939
6.8,1674.0758246099012
6.9,1748.9153824692887
7,1825.952816831717
7.1,1905.2199363228044
7.2,1986.7485495681694
7.3,2070.570465193428
7.4,2156.7174918242
7.5,2245.2214380860996
7.6,2336.114112604747
7.7,2429.4273240057596
7.8,2525.1928809147544
7.9,2623.44259195735
8,2724.2082657591623
8.1,2827.5217109458094
8.2,2933.4147361429095
8.3,3041.9191499760823
8.4,3153.0667610709406
8.5,3266.889378053105
8.6,3383.418809548192
8.7,3502.6868641818196
8.8,3624.725350579608
8.9,3749.5660773671707
9,3877.2408531701262
9.1,4007.781486614093
9.2,4141.219786324688
9.3,4277.587560927533
9.4,4416.916619048239
9.5,4559.2387693124265
9.6,4704.585820345713
9.7,4852.989580773717
9.8,5004.481859222056
9.9,5159.094464316346
10,5316.859204682205
10.1,5477.807888945252
10.2,5641.9723257311025
10.3,5809.384323665377
10.4,5980.075691373691
10.5,6154.078237481663
10.6,6331.423770614907
10.7,6512.144099399045
10.8,6696.271032459697
10.9,6883.836378422473
11,7074.871945912996
11.1,7269.409543556881
11.2,7467.480979979747
11.3,7669.118063807214
11.4,7874.352603664894
11.5,8083.216408178407
11.6,8295.741285973372
11.7,8511.959045675405
11.8,8731.901495910128
11.9,8955.600445303151
12,9183.087702480094
